what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1608524192209
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1608524192209
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1608524192221
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1608524192221
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1608524192221
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1608524192221
started,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1608524192285
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1608524192359
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1608524192359
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1608524192359
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1608524192527
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1608524192531
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1608524192531
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1608524192531
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1608524192663
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1608524192663
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1608524192663
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1608524192663
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1608524192684
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1608524192714
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1608524192714
os,sysinfo,,,"win32",1608524192714
arch,sysinfo,,,"x86_64",1608524192714
ws,sysinfo,,,"win32",1608524192714
locale,sysinfo,,,"en_US",1608524192714
processors,sysinfo,,,"4",1608524192714
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1608524192714
java.runtime.version,sysinfo,,,"1.8.0_261-b12",1608524192714
java.specification.name,sysinfo,,,"Java Platform API Specification",1608524192714
java.specification.vendor,sysinfo,,,"Oracle Corporation",1608524192714
java.specification.version,sysinfo,,,"1.8",1608524192714
java.vendor,sysinfo,,,"Oracle Corporation",1608524192714
java.version,sysinfo,,,"1.8.0_261",1608524192714
java.vm.info,sysinfo,,,"mixed mode",1608524192714
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1608524192714
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1608524192714
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1608524192714
java.vm.specification.version,sysinfo,,,"1.8",1608524192714
java.vm.vendor,sysinfo,,,"Oracle Corporation",1608524192714
java.vm.version,sysinfo,,,"25.261-b12",1608524192714
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1608524192818
started,bundle,org.eclipse.wst.web,1.1.500.v201104251400,"org.eclipse.wst.web",1608524193272
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1608524193481
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1608524193541
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1608524194049
started,bundle,org.eclipse.emf.common,2.7.0.v20110912-0920,"org.eclipse.emf.common",1608524194153
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1608524194313
started,bundle,org.eclipse.emf.ecore,2.7.0.v20110912-0920,"org.eclipse.emf.ecore",1608524195385
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1608524195838
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20110520-1406,"org.eclipse.emf.ecore.xmi",1608524196345
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1608524197548
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1608524197715
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1608524198488
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1608524198529
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1608524208708
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1608524211735
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1608524212942
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1608524214220
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1608524215863
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1608524229302
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1608524232145
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1608524238734
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1608524250258
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1608524256337
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1608524260646
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1608524295906
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1608524296156
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1608524296265
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1608524308631
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1608524337255
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1608524340430
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.create.getter.setter",1608524340555
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1608524343490
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1608524345974
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1608524348012
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1608524350340
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1608524370153
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1608524370434
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1608524370543
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1608524388497
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.1.v201108080010,"org.eclipse.jpt.jaxb.ui",1608524388544
